observed_at,source,team_id,manager,player_id,player_name,player_name_full,position_id,market_value,points,buyout,buyout_until,player_status,player_team_id
2026-08-19T1750Z,laliga,38099509,BurtonGM89,2614,C. Romero,Carlos Romero,2,43237989,3,45739000,2026-08-25T22:24:12+02:00,ok,25358140
2026-08-19T1750Z,laliga,38099509,BurtonGM89,2507,Dmitrovic,Marko Dmitrovic,1,38638122,11,40010000,2026-08-26T22:24:39+02:00,ok,26838903
2026-08-19T1750Z,laliga,38099509,BurtonGM89,1031,Comesaña,Santiago Comesaña,3,32968709,-1,35276000,2026-08-26T22:24:39+02:00,ok,26838907
2026-08-19T1750Z,laliga,38099509,BurtonGM89,2474,Denis Suárez,Denis Suárez,3,2387092,2,2580315,2026-08-27T22:24:16+02:00,ok,28415429
2026-08-19T1750Z,laliga,38099509,BurtonGM89,2315,Paredes,Aitor Paredes,2,5377939,,5377939,2026-08-30T22:24:29+02:00,ok,34082884
2026-08-19T1750Z,laliga,38099509,BurtonGM89,2530,Huijsen,Dean Huijsen,2,34989568,,34989568,2026-08-30T22:24:29+02:00,ok,34082885
2026-08-19T1750Z,laliga,38099509,BurtonGM89,1337,Tenaglia,Nahuel Tenaglia,2,16380022,17,16380022,2026-08-31T22:24:18+02:00,ok,35602270
2026-08-19T1750Z,laliga,38098179,SusoGattuso,3073,Andrés Martín,Andrés Martín,4,19865147,8,32786210,2026-08-25T13:49:58+02:00,ok,24453910
2026-08-19T1750Z,laliga,38098179,SusoGattuso,927,Berenguer,Alejandro Berenguer Remiro,4,8642344,,15510195,2026-08-25T13:49:58+02:00,ok,24453911
2026-08-19T1750Z,laliga,38098179,SusoGattuso,3129,Carlos Espí,Carlos Espí,4,9547986,,13434351,2026-08-25T13:49:58+02:00,ok,24453912
2026-08-19T1750Z,laliga,38098179,SusoGattuso,3119,Amatucci,Lorenzo Amatucci,3,13305512,5,20077653,2026-08-25T13:49:58+02:00,ok,24453913
2026-08-19T1750Z,laliga,38098179,SusoGattuso,3035,Izan M.,Izan Merino,3,6012567,,11031121,2026-08-25T13:49:58+02:00,ok,24453914
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2338,Aimar,Aimar Oroz,3,16097943,,25621956,2026-08-25T13:49:58+02:00,ok,24453915
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2480,Johnny,Johnny Cardoso,3,5409878,,10511531,2026-08-25T13:49:58+02:00,ok,24453916
2026-08-19T1750Z,laliga,38098179,SusoGattuso,1029,Álvaro García,Álvaro García,3,19728187,8,29306810,2026-08-25T13:49:58+02:00,ok,24453917
2026-08-19T1750Z,laliga,38098179,SusoGattuso,1991,Tárrega,César Tárrega,2,9130429,,14818160,2026-08-25T13:49:58+02:00,ok,24453918
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2776,A. Abqar,Abdel Abqar,2,7217640,2,10747565,2026-08-25T13:49:58+02:00,ok,24453919
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2552,Jonny Otto,Jonathan Castro Otto,2,5775589,7,9186281,2026-08-25T13:49:58+02:00,ok,24453920
2026-08-19T1750Z,laliga,38098179,SusoGattuso,74,Yuri,Yuri Berchiche Izeta,2,12284843,,21207668,2026-08-25T13:49:58+02:00,ok,24453921
2026-08-19T1750Z,laliga,38098179,SusoGattuso,1210,Giuliano,Giuliano Simeone,4,42335167,,44652302,2026-08-27T22:24:16+02:00,ok,28415425
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2443,Aramburu,Jon Aramburu,2,18003557,,18003557,2026-08-28T22:24:08+02:00,ok,30254395
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2640,Mario Martín,Mario Martín,3,4086242,4,4086242,2026-08-29T22:24:04+02:00,ok,32308200
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2785,Riedel,Clemens Riedel,2,4779160,8,4779160,2026-08-29T22:24:04+02:00,ok,32308213
2026-08-19T1750Z,laliga,38098179,SusoGattuso,3109,Leo Román,Leo Román,1,38051570,7,38051570,2026-08-31T22:24:18+02:00,ok,35602269
2026-08-19T1750Z,laliga,38098179,SusoGattuso,2382,Isi,Isi Palazón,4,20444458,3,20444458,2026-09-01T22:24:11+02:00,ok,37280096
2026-08-19T1750Z,laliga,38091967,miguel_autentico,3002,Iñigo Vicente,Iñigo Vicente,4,19820874,6,31271675,2026-08-25T12:15:41+02:00,ok,24338723
2026-08-19T1750Z,laliga,38091967,miguel_autentico,2464,Pepelu,José Luis García Vayá,3,7669774,,12462728,2026-08-25T12:15:41+02:00,ok,24338726
2026-08-19T1750Z,laliga,38091967,miguel_autentico,1070,De Galarreta,Inigo Ruiz de Galarreta,3,12770836,,19535720,2026-08-25T12:15:41+02:00,ok,24338727
2026-08-19T1750Z,laliga,38091967,miguel_autentico,3036,Dani Lorenzo,Dani Lorenzo,3,9440630,,15716008,2026-08-25T12:15:41+02:00,ok,24338729
2026-08-19T1750Z,laliga,38091967,miguel_autentico,637,Moncayola,Jon Moncayola,3,6905144,,10742151,2026-08-25T12:15:41+02:00,ok,24338730
2026-08-19T1750Z,laliga,38091967,miguel_autentico,2390,Starfelt,Carl Starfelt,2,14065733,,22056818,2026-08-25T12:15:41+02:00,ok,24338731
2026-08-19T1750Z,laliga,38091967,miguel_autentico,255,Le Normand,Robin Le Normand,2,10591897,,16724430,2026-08-25T12:15:41+02:00,ok,24338732
2026-08-19T1750Z,laliga,38091967,miguel_autentico,265,Zubeldia,Igor Zubeldia,2,10285478,,16199615,2026-08-25T12:15:41+02:00,ok,24338733
2026-08-19T1750Z,laliga,38091967,miguel_autentico,1930,El Hilali,Omar El Hilali,2,9743295,8,14122438,2026-08-25T12:15:41+02:00,ok,24338734
2026-08-19T1750Z,laliga,38091967,miguel_autentico,1215,Turrientes,Beñat Turrientes,3,6952066,,6952066,2026-08-25T22:24:12+02:00,ok,25358138
2026-08-19T1750Z,laliga,38091967,miguel_autentico,2453,Agoumé,Lucien Agoumé,3,5678476,3,5891526,2026-08-28T22:24:08+02:00,ok,30254398
2026-08-19T1750Z,laliga,38091967,miguel_autentico,2713,Ionut Radu,Ionut Radu,1,37412396,,39655832,2026-08-28T22:24:08+02:00,ok,30254399
2026-08-19T1750Z,laliga,38091967,miguel_autentico,3099,Fornals,Pablo Fornals,3,56515936,,58220110,2026-08-29T22:24:04+02:00,ok,32308191
2026-08-19T1750Z,laliga,38091967,miguel_autentico,3123,Marcos Alonso,Marcos Alonso,2,28304295,,28589508,2026-09-01T22:24:11+02:00,ok,37280098
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,3040,A. Herrero,Alfonso Herrero,1,8485574,,12467418,2026-08-24T22:24:38+02:00,ok,23888398
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,1484,Guruzeta,Gorka Guruzeta,4,14750197,,21302826,2026-08-24T22:24:38+02:00,ok,23888399
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2400,Pere Milla,Pere Milla,4,9045288,2,16373543,2026-08-24T22:24:38+02:00,ok,23888400
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2784,Marc Bernal,Marc Bernal,3,7699269,,9308811,2026-08-24T22:24:38+02:00,ok,23888402
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,3028,G. Puerta,Gustavo Puerta,3,13546797,5,19329093,2026-08-24T22:24:38+02:00,ok,23888403
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2394,Williot,Williot Swedberg,3,7759517,,13878081,2026-08-24T22:24:38+02:00,ok,23888404
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,3127,Moscardo,Gabriel Silva Moscardo de Salles,3,8452836,,17682910,2026-08-24T22:24:38+02:00,ok,23888405
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2431,Brahim,Brahim Díaz,3,10900427,,18793931,2026-08-24T22:24:38+02:00,ok,23888406
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2985,Noubi,Lucas Noubi,2,13120040,3,18689875,2026-08-24T22:24:38+02:00,ok,23888408
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,302,Gayá,José Luis Gayá Peña,2,10539202,,19035033,2026-08-24T22:24:38+02:00,ok,23888409
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2479,Kike Salas,Kike Salas,2,11287147,1,19364541,2026-08-24T22:24:38+02:00,suspended,23888410
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,3059,Pastor,Álex Pastor,2,374590,,1000000,2026-08-24T22:24:38+02:00,ok,23888411
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2790,Cardoso,Fábio Rafael Rodrigues Cardoso,2,770798,,1000000,2026-08-25T22:24:12+02:00,ok,25358137
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2522,Raphinha,Raphael Dias Belloli,4,90437304,,90437304,2026-08-26T22:24:39+02:00,ok,26838904
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,2619,Karrikaburu,Jon Karrikaburu,4,538326,,1000000,2026-08-26T22:24:39+02:00,ok,26838906
2026-08-19T1750Z,laliga,38066387,Magic Mike 333,1221,Gavi,Pablo Martín Páez Gavira,3,30217133,,35500000,2026-08-28T22:24:08+02:00,ok,30254397
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2613,M. Dituro,Matías Dituro,1,7877831,5,11204821,2026-08-24T22:26:49+02:00,ok,23892279
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2923,Raúl Moro,Raúl Moro,4,14062325,,21130341,2026-08-24T22:26:49+02:00,ok,23892280
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2504,Ayoze,Ayoze Pérez,4,17647171,1,26411713,2026-08-24T22:26:49+02:00,ok,23892281
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2603,Ferran Jutglà,Ferran Jutglà,4,9556829,,15152335,2026-08-24T22:26:49+02:00,ok,23892282
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2418,Marc Roca,Marc Roca,3,5344056,,8477136,2026-08-24T22:26:49+02:00,ok,23892283
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2607,Ilaix Moriba,Moriba Kourouma Kourouma,3,9640450,,17557620,2026-08-24T22:26:49+02:00,ok,23892284
2026-08-19T1750Z,laliga,38066616,Albert Laporta,1300,Camavinga,Eduardo Celmi Camavinga,3,9652087,,18947151,2026-08-24T22:26:49+02:00,ok,23892285
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2470,Foyth,Juan Foyth,2,13283421,4,17975440,2026-08-24T22:26:49+02:00,ok,23892288
2026-08-19T1750Z,laliga,38066616,Albert Laporta,2415,Llorente ,Diego Llorente,2,13019487,,20786520,2026-08-24T22:26:49+02:00,ok,23892290
2026-08-19T1750Z,laliga,38066616,Albert Laporta,3089,Ez Abde,Abde Ezzalzouli,4,42067743,,49991863,2026-08-26T22:24:39+02:00,doubtful,26838908
2026-08-19T1750Z,laliga,38066616,Albert Laporta,3068,Cabrera,Leandro Cabrera,2,16004326,,17500002,2026-08-27T22:24:16+02:00,suspended,28415427
2026-08-19T1750Z,laliga,38066616,Albert Laporta,1959,Mouriño,Santiago Mouriño,2,37262954,-1,40516387,2026-08-29T22:24:04+02:00,ok,32308185
2026-08-19T1750Z,laliga,38066616,Albert Laporta,3151,Buonanotte,Facundo Buonanotte,3,6515731,,7331515,2026-08-29T22:24:04+02:00,ok,32308230
2026-08-19T1750Z,laliga,38066616,Albert Laporta,3142,Angeliño,José Ángel Esmoris Tasende,2,15313775,,15537090,2026-09-01T22:24:11+02:00,ok,37280097
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2700,Etta Eyong,Karl Edouard Blaise Etta Eyong,4,24958002,1,40853793,2026-08-25T14:07:38+02:00,ok,24479686
2026-08-19T1823Z,laliga,38099509,BurtonGM89,3069,Blanco,Antonio Blanco,3,14717905,4,25133218,2026-08-25T14:07:38+02:00,ok,24479691
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2556,Buchanan,Tajon Buchanan,3,17316419,2,31895190,2026-08-25T14:07:38+02:00,ok,24479693
2026-08-19T1823Z,laliga,38099509,BurtonGM89,3120,De Haas,Justin de Haas,2,9015576,,14434821,2026-08-25T14:07:38+02:00,ok,24479694
2026-08-19T1823Z,laliga,38099509,BurtonGM89,3037,C. Puga,Carlos Puga,2,5009390,,9084328,2026-08-25T14:07:38+02:00,ok,24479695
2026-08-19T1823Z,laliga,38099509,BurtonGM89,3098,Q. Hartman,Quilindschy Hartman,2,8046628,,15988828,2026-08-25T14:07:38+02:00,ok,24479697
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2614,C. Romero,Carlos Romero,2,43237989,3,45739000,2026-08-25T22:24:12+02:00,ok,25358140
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2507,Dmitrovic,Marko Dmitrovic,1,38638122,11,40010000,2026-08-26T22:24:39+02:00,ok,26838903
2026-08-19T1823Z,laliga,38099509,BurtonGM89,1031,Comesaña,Santiago Comesaña,3,32968709,-1,35276000,2026-08-26T22:24:39+02:00,ok,26838907
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2474,Denis Suárez,Denis Suárez,3,2387092,2,2580315,2026-08-27T22:24:16+02:00,ok,28415429
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2315,Paredes,Aitor Paredes,2,5377939,,5377939,2026-08-30T22:24:29+02:00,ok,34082884
2026-08-19T1823Z,laliga,38099509,BurtonGM89,2530,Huijsen,Dean Huijsen,2,34989568,,34989568,2026-08-30T22:24:29+02:00,ok,34082885
2026-08-19T1823Z,laliga,38099509,BurtonGM89,1337,Tenaglia,Nahuel Tenaglia,2,16380022,17,16380022,2026-08-31T22:24:18+02:00,ok,35602270
2026-08-19T1823Z,laliga,38098179,SusoGattuso,3073,Andrés Martín,Andrés Martín,4,19865147,8,32786210,2026-08-25T13:49:58+02:00,ok,24453910
2026-08-19T1823Z,laliga,38098179,SusoGattuso,927,Berenguer,Alejandro Berenguer Remiro,4,8642344,,15510195,2026-08-25T13:49:58+02:00,ok,24453911
2026-08-19T1823Z,laliga,38098179,SusoGattuso,3129,Carlos Espí,Carlos Espí,4,9547986,,13434351,2026-08-25T13:49:58+02:00,ok,24453912
2026-08-19T1823Z,laliga,38098179,SusoGattuso,3119,Amatucci,Lorenzo Amatucci,3,13305512,5,20077653,2026-08-25T13:49:58+02:00,ok,24453913
2026-08-19T1823Z,laliga,38098179,SusoGattuso,3035,Izan M.,Izan Merino,3,6012567,,11031121,2026-08-25T13:49:58+02:00,ok,24453914
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2338,Aimar,Aimar Oroz,3,16097943,,25621956,2026-08-25T13:49:58+02:00,ok,24453915
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2480,Johnny,Johnny Cardoso,3,5409878,,10511531,2026-08-25T13:49:58+02:00,ok,24453916
2026-08-19T1823Z,laliga,38098179,SusoGattuso,1029,Álvaro García,Álvaro García,3,19728187,8,29306810,2026-08-25T13:49:58+02:00,ok,24453917
2026-08-19T1823Z,laliga,38098179,SusoGattuso,1991,Tárrega,César Tárrega,2,9130429,,14818160,2026-08-25T13:49:58+02:00,ok,24453918
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2776,A. Abqar,Abdel Abqar,2,7217640,2,10747565,2026-08-25T13:49:58+02:00,ok,24453919
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2552,Jonny Otto,Jonathan Castro Otto,2,5775589,7,9186281,2026-08-25T13:49:58+02:00,ok,24453920
2026-08-19T1823Z,laliga,38098179,SusoGattuso,74,Yuri,Yuri Berchiche Izeta,2,12284843,,21207668,2026-08-25T13:49:58+02:00,ok,24453921
2026-08-19T1823Z,laliga,38098179,SusoGattuso,1210,Giuliano,Giuliano Simeone,4,42335167,,44652302,2026-08-27T22:24:16+02:00,ok,28415425
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2443,Aramburu,Jon Aramburu,2,18003557,,18003557,2026-08-28T22:24:08+02:00,ok,30254395
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2640,Mario Martín,Mario Martín,3,4086242,4,4086242,2026-08-29T22:24:04+02:00,ok,32308200
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2785,Riedel,Clemens Riedel,2,4779160,8,4779160,2026-08-29T22:24:04+02:00,ok,32308213
2026-08-19T1823Z,laliga,38098179,SusoGattuso,3109,Leo Román,Leo Román,1,38051570,7,38051570,2026-08-31T22:24:18+02:00,ok,35602269
2026-08-19T1823Z,laliga,38098179,SusoGattuso,2382,Isi,Isi Palazón,4,20444458,3,20444458,2026-09-01T22:24:11+02:00,ok,37280096
2026-08-19T1823Z,laliga,38091967,miguel_autentico,3002,Iñigo Vicente,Iñigo Vicente,4,19820874,6,31271675,2026-08-25T12:15:41+02:00,ok,24338723
2026-08-19T1823Z,laliga,38091967,miguel_autentico,2464,Pepelu,José Luis García Vayá,3,7669774,,12462728,2026-08-25T12:15:41+02:00,ok,24338726
2026-08-19T1823Z,laliga,38091967,miguel_autentico,1070,De Galarreta,Inigo Ruiz de Galarreta,3,12770836,,19535720,2026-08-25T12:15:41+02:00,ok,24338727
2026-08-19T1823Z,laliga,38091967,miguel_autentico,637,Moncayola,Jon Moncayola,3,6905144,,10742151,2026-08-25T12:15:41+02:00,ok,24338730
2026-08-19T1823Z,laliga,38091967,miguel_autentico,2390,Starfelt,Carl Starfelt,2,14065733,,22056818,2026-08-25T12:15:41+02:00,ok,24338731
2026-08-19T1823Z,laliga,38091967,miguel_autentico,255,Le Normand,Robin Le Normand,2,10591897,,16724430,2026-08-25T12:15:41+02:00,ok,24338732
2026-08-19T1823Z,laliga,38091967,miguel_autentico,265,Zubeldia,Igor Zubeldia,2,10285478,,16199615,2026-08-25T12:15:41+02:00,ok,24338733
2026-08-19T1823Z,laliga,38091967,miguel_autentico,1930,El Hilali,Omar El Hilali,2,9743295,8,14122438,2026-08-25T12:15:41+02:00,ok,24338734
2026-08-19T1823Z,laliga,38091967,miguel_autentico,1215,Turrientes,Beñat Turrientes,3,6952066,,6952066,2026-08-25T22:24:12+02:00,ok,25358138
2026-08-19T1823Z,laliga,38091967,miguel_autentico,2453,Agoumé,Lucien Agoumé,3,5678476,3,5891526,2026-08-28T22:24:08+02:00,ok,30254398
2026-08-19T1823Z,laliga,38091967,miguel_autentico,2713,Ionut Radu,Ionut Radu,1,37412396,,39655832,2026-08-28T22:24:08+02:00,ok,30254399
2026-08-19T1823Z,laliga,38091967,miguel_autentico,3099,Fornals,Pablo Fornals,3,56515936,,58220110,2026-08-29T22:24:04+02:00,ok,32308191
2026-08-19T1823Z,laliga,38091967,miguel_autentico,3123,Marcos Alonso,Marcos Alonso,2,28304295,,28589508,2026-09-01T22:24:11+02:00,ok,37280098
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,3040,A. Herrero,Alfonso Herrero,1,8485574,,12467418,2026-08-24T22:24:38+02:00,ok,23888398
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,1484,Guruzeta,Gorka Guruzeta,4,14750197,,21302826,2026-08-24T22:24:38+02:00,ok,23888399
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2400,Pere Milla,Pere Milla,4,9045288,2,16373543,2026-08-24T22:24:38+02:00,ok,23888400
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2784,Marc Bernal,Marc Bernal,3,7699269,,9308811,2026-08-24T22:24:38+02:00,ok,23888402
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,3028,G. Puerta,Gustavo Puerta,3,13546797,5,19329093,2026-08-24T22:24:38+02:00,ok,23888403
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2394,Williot,Williot Swedberg,3,7759517,,13878081,2026-08-24T22:24:38+02:00,ok,23888404
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,3127,Moscardo,Gabriel Silva Moscardo de Salles,3,8452836,,17682910,2026-08-24T22:24:38+02:00,ok,23888405
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2431,Brahim,Brahim Díaz,3,10900427,,18793931,2026-08-24T22:24:38+02:00,ok,23888406
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2985,Noubi,Lucas Noubi,2,13120040,3,18689875,2026-08-24T22:24:38+02:00,ok,23888408
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,302,Gayá,José Luis Gayá Peña,2,10539202,,19035033,2026-08-24T22:24:38+02:00,ok,23888409
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2479,Kike Salas,Kike Salas,2,11287147,1,19364541,2026-08-24T22:24:38+02:00,suspended,23888410
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,3059,Pastor,Álex Pastor,2,374590,,1000000,2026-08-24T22:24:38+02:00,ok,23888411
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2790,Cardoso,Fábio Rafael Rodrigues Cardoso,2,770798,,1000000,2026-08-25T22:24:12+02:00,ok,25358137
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2522,Raphinha,Raphael Dias Belloli,4,90437304,,90437304,2026-08-26T22:24:39+02:00,ok,26838904
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,2619,Karrikaburu,Jon Karrikaburu,4,538326,,1000000,2026-08-26T22:24:39+02:00,ok,26838906
2026-08-19T1823Z,laliga,38066387,Magic Mike 333,1221,Gavi,Pablo Martín Páez Gavira,3,30217133,,35500000,2026-08-28T22:24:08+02:00,ok,30254397
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2613,M. Dituro,Matías Dituro,1,7877831,5,11204821,2026-08-24T22:26:49+02:00,ok,23892279
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2923,Raúl Moro,Raúl Moro,4,14062325,,21130341,2026-08-24T22:26:49+02:00,ok,23892280
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2504,Ayoze,Ayoze Pérez,4,17647171,1,26411713,2026-08-24T22:26:49+02:00,ok,23892281
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2603,Ferran Jutglà,Ferran Jutglà,4,9556829,,15152335,2026-08-24T22:26:49+02:00,ok,23892282
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2418,Marc Roca,Marc Roca,3,5344056,,8477136,2026-08-24T22:26:49+02:00,ok,23892283
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2607,Ilaix Moriba,Moriba Kourouma Kourouma,3,9640450,,17557620,2026-08-24T22:26:49+02:00,ok,23892284
2026-08-19T1823Z,laliga,38066616,Albert Laporta,1300,Camavinga,Eduardo Celmi Camavinga,3,9652087,,18947151,2026-08-24T22:26:49+02:00,ok,23892285
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2470,Foyth,Juan Foyth,2,13283421,4,17975440,2026-08-24T22:26:49+02:00,ok,23892288
2026-08-19T1823Z,laliga,38066616,Albert Laporta,2415,Llorente ,Diego Llorente,2,13019487,,20786520,2026-08-24T22:26:49+02:00,ok,23892290
2026-08-19T1823Z,laliga,38066616,Albert Laporta,3089,Ez Abde,Abde Ezzalzouli,4,42067743,,49991863,2026-08-26T22:24:39+02:00,doubtful,26838908
2026-08-19T1823Z,laliga,38066616,Albert Laporta,3068,Cabrera,Leandro Cabrera,2,16004326,,17500002,2026-08-27T22:24:16+02:00,suspended,28415427
2026-08-19T1823Z,laliga,38066616,Albert Laporta,1959,Mouriño,Santiago Mouriño,2,37262954,-1,40516387,2026-08-29T22:24:04+02:00,ok,32308185
2026-08-19T1823Z,laliga,38066616,Albert Laporta,3151,Buonanotte,Facundo Buonanotte,3,6515731,,7331515,2026-08-29T22:24:04+02:00,ok,32308230
2026-08-19T1823Z,laliga,38066616,Albert Laporta,3142,Angeliño,José Ángel Esmoris Tasende,2,15313775,,15537090,2026-09-01T22:24:11+02:00,ok,37280097
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2700,Etta Eyong,Karl Edouard Blaise Etta Eyong,4,24958002,1,40853793,2026-08-25T14:07:38+02:00,ok,24479686
2026-08-19T1904Z,laliga,38099509,BurtonGM89,3069,Blanco,Antonio Blanco,3,14717905,4,25133218,2026-08-25T14:07:38+02:00,ok,24479691
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2556,Buchanan,Tajon Buchanan,3,17316419,2,31895190,2026-08-25T14:07:38+02:00,ok,24479693
2026-08-19T1904Z,laliga,38099509,BurtonGM89,3120,De Haas,Justin de Haas,2,9015576,,14434821,2026-08-25T14:07:38+02:00,ok,24479694
2026-08-19T1904Z,laliga,38099509,BurtonGM89,3037,C. Puga,Carlos Puga,2,5009390,,9084328,2026-08-25T14:07:38+02:00,ok,24479695
2026-08-19T1904Z,laliga,38099509,BurtonGM89,3098,Q. Hartman,Quilindschy Hartman,2,8046628,,15988828,2026-08-25T14:07:38+02:00,ok,24479697
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2614,C. Romero,Carlos Romero,2,43237989,3,45739000,2026-08-25T22:24:12+02:00,ok,25358140
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2507,Dmitrovic,Marko Dmitrovic,1,38638122,11,40010000,2026-08-26T22:24:39+02:00,ok,26838903
2026-08-19T1904Z,laliga,38099509,BurtonGM89,1031,Comesaña,Santiago Comesaña,3,32968709,-1,35276000,2026-08-26T22:24:39+02:00,ok,26838907
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2474,Denis Suárez,Denis Suárez,3,2387092,2,2580315,2026-08-27T22:24:16+02:00,ok,28415429
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2315,Paredes,Aitor Paredes,2,5377939,,5377939,2026-08-30T22:24:29+02:00,ok,34082884
2026-08-19T1904Z,laliga,38099509,BurtonGM89,2530,Huijsen,Dean Huijsen,2,34989568,,34989568,2026-08-30T22:24:29+02:00,ok,34082885
2026-08-19T1904Z,laliga,38099509,BurtonGM89,1337,Tenaglia,Nahuel Tenaglia,2,16380022,17,16380022,2026-08-31T22:24:18+02:00,ok,35602270
2026-08-19T1904Z,laliga,38098179,SusoGattuso,3073,Andrés Martín,Andrés Martín,4,19865147,8,32786210,2026-08-25T13:49:58+02:00,ok,24453910
2026-08-19T1904Z,laliga,38098179,SusoGattuso,927,Berenguer,Alejandro Berenguer Remiro,4,8642344,,15510195,2026-08-25T13:49:58+02:00,ok,24453911
2026-08-19T1904Z,laliga,38098179,SusoGattuso,3129,Carlos Espí,Carlos Espí,4,9547986,,13434351,2026-08-25T13:49:58+02:00,ok,24453912
2026-08-19T1904Z,laliga,38098179,SusoGattuso,3119,Amatucci,Lorenzo Amatucci,3,13305512,5,20077653,2026-08-25T13:49:58+02:00,ok,24453913
2026-08-19T1904Z,laliga,38098179,SusoGattuso,3035,Izan M.,Izan Merino,3,6012567,,11031121,2026-08-25T13:49:58+02:00,ok,24453914
2026-08-19T1904Z,laliga,38098179,SusoGattuso,2338,Aimar,Aimar Oroz,3,16097943,,25621956,2026-08-25T13:49:58+02:00,ok,24453915
